2000,0,8,0
2000,1,8,0
2000,2,8,0
2000,3,8,0
2000,4,8,0
2000,5,8,0
2000,6,8,0
2000,7,8,0
2000,8,8,0
2000,9,8,0
2000,0,7,1
2000,1,7,1
2000,2,7,1
2000,3,7,1
2000,4,7,1
2000,5,7,1
2000,6,7,1
2000,7,7,1
2000,8,7,1
2000,9,7,1
7000,0,7,0
7000,1,7,0
7000,2,7,0
7000,3,7,0
7000,4,7,0
7000,5,7,0
7000,6,7,0
7000,7,7,0
7000,8,7,0
7000,9,7,0
7000,0,6,1
7000,1,6,1
7000,2,6,1
7000,3,6,1
7000,4,6,1
7000,5,6,1
7000,6,6,1
7000,7,6,1
7000,8,6,1
7000,9,6,1
12000,0,6,0
12000,1,6,0
12000,2,6,0
12000,3,6,0
12000,4,6,0
12000,5,6,0
12000,6,6,0
12000,7,6,0
12000,8,6,0
12000,9,6,0
12000,0,5,1
12000,1,5,1
12000,2,5,1
12000,3,5,1
12000,4,5,1
12000,5,5,1
12000,6,5,1
12000,7,5,1
12000,8,5,1
12000,9,5,1
17000,0,5,0
17000,1,5,0
17000,2,5,0
17000,3,5,0
17000,4,5,0
17000,5,5,0
17000,6,5,0
17000,7,5,0
17000,8,5,0
17000,9,5,0
17000,0,4,1
17000,1,4,1
17000,2,4,1
17000,3,4,1
17000,4,4,1
17000,5,4,1
17000,6,4,1
17000,7,4,1
17000,8,4,1
17000,9,4,1
22000,0,4,0
22000,1,4,0
22000,2,4,0
22000,3,4,0
22000,4,4,0
22000,5,4,0
22000,6,4,0
22000,7,4,0
22000,8,4,0
22000,9,4,0
22000,0,3,1
22000,1,3,1
22000,2,3,1
22000,3,3,1
22000,4,3,1
22000,5,3,1
22000,6,3,1
22000,7,3,1
22000,8,3,1
22000,9,3,1
27000,0,3,0
27000,1,3,0
27000,2,3,0
27000,3,3,0
27000,4,3,0
27000,5,3,0
27000,6,3,0
27000,7,3,0
27000,8,3,0
27000,9,3,0
29000,0,2,1
29000,1,2,1
29000,2,2,1
29000,3,2,1
29000,4,2,1
29000,5,2,1
29000,6,2,1
29000,7,2,1
29000,8,2,1
29000,9,2,1
32000,0,2,0
32000,1,2,0
32000,2,2,0
32000,3,2,0
32000,4,2,0
32000,5,2,0
32000,6,2,0
32000,7,2,0
32000,8,2,0
32000,9,2,0
32000,0,3,1
32000,1,3,1
32000,2,3,1
32000,3,3,1
32000,4,3,1
32000,5,3,1
32000,6,3,1
32000,7,3,1
32000,8,3,1
32000,9,3,1
37000,0,3,0
37000,1,3,0
37000,2,3,0
37000,3,3,0
37000,4,3,0
37000,5,3,0
37000,6,3,0
37000,7,3,0
37000,8,3,0
37000,9,3,0
37000,0,4,1
37000,1,4,1
37000,2,4,1
37000,3,4,1
37000,4,4,1
37000,5,4,1
37000,6,4,1
37000,7,4,1
37000,8,4,1
37000,9,4,1
42000,0,4,0
42000,1,4,0
42000,2,4,0
42000,3,4,0
42000,4,4,0
42000,5,4,0
42000,6,4,0
42000,7,4,0
42000,8,4,0
42000,9,4,0
42000,0,5,1
42000,1,5,1
42000,2,5,1
42000,3,5,1
42000,4,5,1
42000,5,5,1
42000,6,5,1
42000,7,5,1
42000,8,5,1
42000,9,5,1
47000,0,5,0
47000,1,5,0
47000,2,5,0
47000,3,5,0
47000,4,5,0
47000,5,5,0
47000,6,5,0
47000,7,5,0
47000,8,5,0
47000,9,5,0
47000,0,6,1
47000,1,6,1
47000,2,6,1
47000,3,6,1
47000,4,6,1
47000,5,6,1
47000,6,6,1
47000,7,6,1
47000,8,6,1
47000,9,6,1
52000,0,6,0
52000,1,6,0
52000,2,6,0
52000,3,6,0
52000,4,6,0
52000,5,6,0
52000,6,6,0
52000,7,6,0
52000,8,6,0
52000,9,6,0
52000,0,7,1
52000,1,7,1
52000,2,7,1
52000,3,7,1
52000,4,7,1
52000,5,7,1
52000,6,7,1
52000,7,7,1
52000,8,7,1
52000,9,7,1
57000,0,7,0
57000,1,7,0
57000,2,7,0
57000,3,7,0
57000,4,7,0
57000,5,7,0
57000,6,7,0
57000,7,7,0
57000,8,7,0
57000,9,7,0
59000,2,0,1
59000,2,1,1
59000,2,2,1
59000,2,3,1
59000,2,4,1
59000,2,5,1
59000,2,6,1
59000,2,7,1
59000,2,8,1
59000,2,9,1
62000,2,0,0
62000,2,1,0
62000,2,2,0
62000,2,3,0
62000,2,4,0
62000,2,5,0
62000,2,6,0
62000,2,7,0
62000,2,8,0
62000,2,9,0
62000,3,0,1
62000,3,1,1
62000,3,2,1
62000,3,3,1
62000,3,4,1
62000,3,5,1
62000,3,6,1
62000,3,7,1
62000,3,8,1
62000,3,9,1
67000,3,0,0
67000,3,1,0
67000,3,2,0
67000,3,3,0
67000,3,4,0
67000,3,5,0
67000,3,6,0
67000,3,7,0
67000,3,8,0
67000,3,9,0
67000,4,0,1
67000,4,1,1
67000,4,2,1
67000,4,3,1
67000,4,4,1
67000,4,5,1
67000,4,6,1
67000,4,7,1
67000,4,8,1
67000,4,9,1
72000,4,0,0
72000,4,1,0
72000,4,2,0
72000,4,3,0
72000,4,4,0
72000,4,5,0
72000,4,6,0
72000,4,7,0
72000,4,8,0
72000,4,9,0
72000,5,0,1
72000,5,1,1
72000,5,2,1
72000,5,3,1
72000,5,4,1
72000,5,5,1
72000,5,6,1
72000,5,7,1
72000,5,8,1
72000,5,9,1
77000,5,0,0
77000,5,1,0
77000,5,2,0
77000,5,3,0
77000,5,4,0
77000,5,5,0
77000,5,6,0
77000,5,7,0
77000,5,8,0
77000,5,9,0
77000,6,0,1
77000,6,1,1
77000,6,2,1
77000,6,3,1
77000,6,4,1
77000,6,5,1
77000,6,6,1
77000,6,7,1
77000,6,8,1
77000,6,9,1
82000,6,0,0
82000,6,1,0
82000,6,2,0
82000,6,3,0
82000,6,4,0
82000,6,5,0
82000,6,6,0
82000,6,7,0
82000,6,8,0
82000,6,9,0
82000,7,0,1
82000,7,1,1
82000,7,2,1
82000,7,3,1
82000,7,4,1
82000,7,5,1
82000,7,6,1
82000,7,7,1
82000,7,8,1
82000,7,9,1
87000,7,0,0
87000,7,1,0
87000,7,2,0
87000,7,3,0
87000,7,4,0
87000,7,5,0
87000,7,6,0
87000,7,7,0
87000,7,8,0
87000,7,9,0
89000,8,0,1
89000,8,1,1
